"QuestionnaireAllocation","Acronym","DSRound"
311818,"EVN",11
311819,"EVN",11
311820,"EVN",11
311821,"EVN",11
311822,"EVN",11
311823,"EVN",11
311824,"EVN",11
311825,"EVN",11
311826,"EVN",11
311827,"EVN",11
311829,"EVN",11
311830,"EVN",11
311831,"EVN",11
311833,"EVN",11
311834,"EVN",11
311835,"EVN",11
311836,"EVN",11
311837,"EVN",11
311839,"EVN",11
311840,"EVN",11
311842,"EVN",11
311843,"EVN",11
311845,"EVN",11
311846,"EVN",11
311847,"EVN",11
311848,"EVN",11
311849,"EVN",11
311850,"EVN",11
311851,"EVN",11
311853,"EVN",11
311856,"EVN",11
311857,"EVN",11
311859,"EVN",11
311860,"EVN",11
311861,"EVN",11
311862,"EVN",11
311863,"EVN",11
311864,"EVN",11
311865,"EVN",11
311867,"EVN",11
311868,"EVN",11
311869,"EVN",11
311870,"EVN",11
311871,"EVN",11
311872,"EVN",11
311873,"EVN",11
311875,"EVN",11
311876,"EVN",11
311877,"EVN",11
311878,"EVN",11
311879,"EVN",11
311885,"EVN",11
311889,"EVN",11
311891,"EVN",11
311892,"EVN",11
311893,"EVN",11
311895,"EVN",11
311896,"EVN",11
311897,"EVN",11
311898,"EVN",11
311899,"EVN",11
311900,"EVN",11
311902,"EVN",11
311903,"EVN",11
310486,"HHR2",11
310487,"HHR2",11
310488,"HHR2",11
310489,"HHR2",11
310490,"HHR2",11
310491,"HHR2",11
310492,"HHR2",11
310494,"HHR2",11
310495,"HHR2",11
310496,"HHR2",11
310497,"HHR2",11
310498,"HHR2",11
310499,"HHR2",11
310500,"HHR2",11
310503,"HHR2",11
310504,"HHR2",11
517205,"BMF",103
517385,"BMF",103
517386,"BMF",103
517388,"BMF",103
517389,"BMF",103
517390,"BMF",103
517392,"BMF",103
75469,"BMF",101
75646,"BMF",101
80460,"BMF",101
86323,"BMF",101
86324,"BMF",101
86862,"BMF",101
86863,"BMF",101
86864,"BMF",101
87513,"BMF",101
87514,"BMF",101
87515,"BMF",101
87516,"BMF",101
87517,"BMF",101
87614,"BMF",101
87615,"BMF",101
241470,"BMF",102
241471,"BMF",102
241472,"BMF",102
241493,"BMF",102
241495,"BMF",102
241513,"BMF",102
241514,"BMF",102
241518,"BMF",102
241584,"BMF",102
241585,"BMF",102
241588,"BMF",102
241596,"BMF",102
241598,"BMF",102
241599,"BMF",102
241639,"BMF",102
241641,"BMF",102
242165,"BMF",102
242166,"BMF",102
242168,"BMF",102
104764,"MGH",101
105237,"MGH",101
105238,"MGH",101
105239,"MGH",101
105246,"MGH",101
105247,"MGH",101
105264,"MGH",101
105280,"MGH",101
106608,"MGH",101
106920,"MGH",101
106921,"MGH",101
106922,"MGH",101
516336,"BMF",103
516337,"BMF",103
516338,"BMF",103
516339,"BMF",103
516340,"BMF",103
516570,"BMF",103
516572,"BMF",103
516601,"BMF",103
516605,"BMF",103
516607,"BMF",103
97224,"BMF",101
97226,"BMF",101
97227,"BMF",101
310506,"HHR2",11
310508,"HHR2",11
310510,"HHR2",11
310513,"HHR2",11
310514,"HHR2",11
310515,"HHR2",11
310518,"HHR2",11
310519,"HHR2",11
310520,"HHR2",11
310521,"HHR2",11
310522,"HHR2",11
310523,"HHR2",11
310524,"HHR2",11
310525,"HHR2",11
310526,"HHR2",11
310528,"HHR2",11
310529,"HHR2",11
310530,"HHR2",11
310531,"HHR2",11
310532,"HHR2",11
310533,"HHR2",11
310534,"HHR2",11
310539,"HHR2",11
310540,"HHR2",11
310541,"HHR2",11
310542,"HHR2",11
310543,"HHR2",11
310544,"HHR2",11
310546,"HHR2",11
310548,"HHR2",11
310549,"HHR2",11
310551,"HHR2",11
310553,"HHR2",11
310554,"HHR2",11
310555,"HHR2",11
310556,"HHR2",11
310557,"HHR2",11
310558,"HHR2",11
310559,"HHR2",11
310560,"HHR2",11
81744,"BMF",101
81745,"BMF",101
82421,"BMF",101
82422,"BMF",101
82423,"BMF",101
82424,"BMF",101
82431,"BMF",101
82432,"BMF",101
82433,"BMF",101
85357,"BMF",101
85358,"BMF",101
241451,"BMF",102
241453,"BMF",102
241682,"BMF",102
241930,"BMF",102
241931,"BMF",102
470429,"EVN",12
470430,"EVN",12
470431,"EVN",12
470432,"EVN",12
470433,"EVN",12
470434,"EVN",12
470435,"EVN",12
470436,"EVN",12
470446,"EVN",12
470447,"EVN",12
470456,"EVN",12
470465,"EVN",12
470474,"EVN",12
470475,"EVN",12
559745,"WGH",103
559766,"WGH",103
559769,"WGH",103
559770,"WGH",103
559773,"WGH",103
559779,"WGH",103
559784,"WGH",103
559785,"WGH",103
559948,"WGH",103
560011,"WGH",103
85291,"BMF",101
85292,"BMF",101
85295,"BMF",101
85296,"BMF",101
85298,"BMF",101
86747,"BMF",101
241631,"BMF",102
241633,"BMF",102
241634,"BMF",102
241635,"BMF",102
241636,"BMF",102
242086,"BMF",102
242107,"BMF",102
367246,"HHU2",11
367259,"HHU2",11
367261,"HHU2",11
367263,"HHU2",11
367265,"HHU2",11
367267,"HHU2",11
367269,"HHU2",11
367271,"HHU2",11
367273,"HHU2",11
102153,"MGH",101
105873,"MGH",101
105874,"MGH",101
105875,"MGH",101
110296,"MGH",101
110297,"MGH",101
110298,"MGH",101
111356,"MGH",101
516345,"BMF",103
516347,"BMF",103
516412,"BMF",103
516413,"BMF",103
516416,"BMF",103
516417,"BMF",103
516421,"BMF",103
516423,"BMF",103
367192,"BSU",11
367194,"BSU",11
367210,"HHU",11
367212,"HHU",11
516589,"BMF",103
516590,"BMF",103
516592,"BMF",103
516595,"BMF",103
516597,"BMF",103
516598,"BMF",103
91732,"BMF",101
91733,"BMF",101
91735,"BMF",101
559635,"WGH",103
559636,"WGH",103
559649,"WGH",103
559661,"WGH",103
516879,"BMF",103
470477,"EVN",12
470485,"EVN",12
470496,"EVN",12
470506,"EVN",12
470507,"EVN",12
470526,"EVN",12
470527,"EVN",12
470529,"EVN",12
470537,"EVN",12
470538,"EVN",12
470542,"EVN",12
470543,"EVN",12
470548,"EVN",12
470549,"EVN",12
470550,"EVN",12
470551,"EVN",12
470552,"EVN",12
470553,"EVN",12
470554,"EVN",12
470556,"EVN",12
470557,"EVN",12
470558,"EVN",12
470559,"EVN",12
470560,"EVN",12
470561,"EVN",12
470562,"EVN",12
470563,"EVN",12
470564,"EVN",12
470565,"EVN",12
470566,"EVN",12
470567,"EVN",12
470568,"EVN",12
310374,"HHR2",11
310397,"HHR2",11
310450,"HHR2",11
470569,"EVN",12
470570,"EVN",12
470571,"EVN",12
470572,"EVN",12
470574,"EVN",12
470576,"EVN",102
470577,"EVN",12
470578,"EVN",12
470579,"EVN",12
470580,"EVN",12
470581,"EVN",12
310561,"HHR2",11
310562,"HHR2",11
310563,"HHR2",11
310564,"HHR2",11
310565,"HHR2",11
310566,"HHR2",11
310568,"HHR2",11
310570,"HHR2",11
310571,"HHR2",11
310572,"HHR2",11
310573,"HHR2",11
310574,"HHR2",11
310575,"HHR2",11
310577,"HHR2",11
310578,"HHR2",11
310579,"HHR2",11
310580,"HHR2",11
310581,"HHR2",11
310582,"HHR2",11
310583,"HHR2",11
241834,"BMF",102
241836,"BMF",102
241837,"BMF",102
241838,"BMF",102
241856,"BMF",102
517375,"BMF",103
517377,"BMF",103
517379,"BMF",103
517381,"BMF",103
517383,"BMF",103
86377,"BMF",101
86378,"BMF",101
106380,"MGH",101
110804,"MGH",101
111026,"MGH",101
111687,"MGH",101
111688,"MGH",101
111690,"MGH",101
516459,"BMF",103
516460,"BMF",103
516462,"BMF",103
516473,"BMF",103
516676,"BMF",103
516677,"BMF",103
516679,"BMF",103
516805,"BMF",103
59282,"HHU2",11
59283,"HHU2",11
59284,"HHU2",11
59285,"HHU2",11
59286,"HHU2",11
59287,"HHU2",11
59288,"HHU2",11
59289,"HHU2",11
59290,"HHU2",11
59291,"HHU2",11
59292,"HHU2",11
59293,"HHU2",11
59294,"HHU2",11
59295,"HHU2",11
59296,"HHU2",11
59297,"HHU2",11
59298,"HHU2",11
59299,"HHU2",11
59300,"HHU2",11
59301,"HHU2",11
59302,"HHU2",11
59303,"HHU2",11
59304,"HHU2",11
59305,"HHU2",11
59306,"HHU2",11
59307,"HHU2",11
59308,"HHU2",11
59309,"HHU2",11
59310,"HHU2",11
59311,"HHU2",11
59312,"HHU2",11
59313,"HHU2",11
59314,"HHU2",11
59315,"HHU2",11
59316,"HHU2",11
59317,"HHU2",11
59318,"HHU2",11
59319,"HHU2",11
59320,"HHU2",11
59321,"HHU2",11
59322,"HHU2",11
59445,"HHU2",11
516806,"BMF",103
516807,"BMF",103
516808,"BMF",103
516809,"BMF",103
242050,"BMF",102
242067,"BMF",102
242068,"BMF",102
242191,"BMF",102
516414,"BMF",103
82197,"BMF",101
470459,"EVN",12
470470,"EVN",12
470483,"EVN",12
470489,"EVN",12
470490,"EVN",12
470494,"EVN",12
470495,"EVN",12
470497,"EVN",12
470517,"EVN",12
470518,"EVN",12
470521,"EVN",12
470523,"EVN",12
470524,"EVN",12
470525,"EVN",12
310584,"HHR2",11
310586,"HHR2",11
310588,"HHR2",11
310601,"HHR2",11
310603,"HHR2",11
310604,"HHR2",11
310605,"HHR2",11
310607,"HHR2",11
310609,"HHR2",11
310610,"HHR2",11
310611,"HHR2",11
310612,"HHR2",11
310613,"HHR2",11
310614,"HHR2",11
310615,"HHR2",11
310616,"HHR2",11
310617,"HHR2",11
310618,"HHR2",11
310619,"HHR2",11
310620,"HHR2",11
310622,"HHR2",11
310623,"HHR2",11
310627,"HHR2",11
310628,"HHR2",11
310629,"HHR2",11
310630,"HHR2",11
310631,"HHR2",11
310632,"HHR2",11
310633,"HHR2",11
310634,"HHR2",11
470582,"EVN",12
470583,"EVN",12
470584,"EVN",12
470585,"EVN",12
470586,"EVN",12
470587,"EVN",12
470588,"EVN",12
470589,"EVN",12
470590,"EVN",12
470591,"EVN",12
470592,"EVN",12
470593,"EVN",12
470594,"EVN",12
470595,"EVN",12
470597,"EVN",12
470598,"EVN",12
470599,"EVN",12
470609,"EVN",12
470610,"EVN",12
470611,"EVN",12
470612,"EVN",12
516812,"BMF",103
516818,"BMF",103
516822,"BMF",103
516827,"BMF",103
516828,"BMF",103
516837,"BMF",103
516838,"BMF",103
516839,"BMF",103
516841,"BMF",103
516842,"BMF",103
81569,"BMF",101
81571,"BMF",101
516433,"BMF",103
516434,"BMF",103
516435,"BMF",103
516436,"BMF",103
516437,"BMF",103
516767,"BMF",103
516768,"BMF",103
71483,"BMF",101
75366,"BMF",101
59328,"HHU2",11
59329,"HHU2",11
59330,"HHU2",11
59331,"HHU2",11
59332,"HHU2",11
59333,"HHU2",11
59334,"HHU2",11
59335,"HHU2",11
59336,"HHU2",11
59337,"HHU2",11
59338,"HHU2",11
59339,"HHU2",11
59340,"HHU2",11
59341,"HHU2",11
59342,"HHU2",11
59343,"HHU2",11
59344,"HHU2",11
59345,"HHU2",11
59346,"HHU2",11
59374,"HHU2",11
59375,"HHU2",11
59376,"HHU2",11
59377,"HHU2",11
59378,"HHU2",11
59379,"HHU2",11
59380,"HHU2",11
59381,"HHU2",11
59382,"HHU2",11
59383,"HHU2",11
59384,"HHU2",11
59385,"HHU2",11
59386,"HHU2",11
59387,"HHU2",11
59388,"HHU2",11
59389,"HHU2",11
59390,"HHU2",11
59391,"HHU2",11
59392,"HHU2",11
59460,"HHU2",11
59468,"HHU2",11
59469,"HHU2",11
59473,"HHU2",11
59482,"HHU2",11
59483,"HHU2",11
59484,"HHU2",11
59494,"HHU2",11
559786,"WGH",103
559787,"WGH",103
559789,"WGH",103
98904,"MGH",101
100172,"MGH",101
100358,"MGH",101
100359,"MGH",101
100360,"MGH",101
102895,"MGH",101
103096,"MGH",101
106660,"MGH",101
109954,"MGH",101
109955,"MGH",101
109957,"MGH",101
110615,"MGH",101
241701,"BMF",102
241898,"BMF",102
241899,"BMF",102
241901,"BMF",102
241993,"BMF",102
242004,"BMF",102
242010,"BMF",102
242011,"BMF",102
242012,"BMF",102
367299,"BSU",11
367301,"BSU",11
367303,"BSU",11
367324,"HHU",11
367327,"HHU",11
367330,"HHU",11
367331,"HHU",11
84414,"BMF",101
85929,"BMF",101
85930,"BMF",101
85938,"BMF",101
87074,"BMF",101
87075,"BMF",101
89088,"BMF",101
89673,"BMF",101
89674,"BMF",101
89675,"BMF",101
89676,"BMF",101
89677,"BMF",101
367385,"HHU2",11
367386,"HHU2",11
367416,"HHU2",11
367417,"HHU2",11
367418,"HHU2",11
367419,"HHU2",11
367420,"HHU2",11
367422,"HHU2",11
367426,"HHU2",11
367427,"HHU2",11
367454,"HHU2",11
367458,"HHU2",11
367463,"HHU2",11
367506,"HHU2",11
367507,"HHU2",11
367508,"HHU2",11
367513,"HHU2",11
367520,"HHU2",11
367537,"HHU2",11
367538,"HHU2",11
367549,"HHU2",11
367550,"HHU2",11
367551,"HHU2",11
367552,"HHU2",11
59495,"HHU2",11
559687,"WGH",103
110042,"MGH",101
111354,"MGH",101
111355,"MGH",101
111683,"MGH",101
517362,"BMF",103
517363,"BMF",103
517364,"BMF",103
517365,"BMF",103
75367,"BMF",101
75370,"BMF",101
78090,"BMF",101
78091,"BMF",101
78092,"BMF",101
78842,"BMF",101
78843,"BMF",101
78845,"BMF",101
79220,"BMF",101
559932,"WGH",103
559933,"WGH",103
559934,"WGH",103
559935,"WGH",103
560179,"WGH",103
472007,"HHU2",12
472008,"HHU2",12
472009,"HHU2",12
472010,"HHU2",12
472011,"HHU2",12
472012,"HHU2",12
472013,"HHU2",12
472015,"HHU2",12
472016,"HHU2",12
472017,"HHU2",12
472018,"HHU2",12
472019,"HHU2",12
472020,"HHU2",12
472021,"HHU2",12
472022,"HHU2",12
241623,"BMF",102
241624,"BMF",102
241722,"BMF",102
241723,"BMF",102
241883,"BMF",102
241893,"BMF",102
241894,"BMF",102
241953,"BMF",102
241954,"BMF",102
241960,"BMF",102
242189,"BMF",102
242192,"BMF",102
242195,"BMF",102
242273,"BMF",102
242275,"BMF",102
242277,"BMF",102
242278,"BMF",102
242566,"BMF",102
242820,"BMF",102
242821,"BMF",102
242822,"BMF",102
242824,"BMF",102
242905,"BMF",102
472023,"HHU2",12
472024,"HHU2",12
472025,"HHU2",12
472053,"HHU2",12
516882,"BMF",103
516884,"BMF",103
516891,"BMF",103
516893,"BMF",103
516895,"BMF",103
517080,"BMF",103
517081,"BMF",103
517082,"BMF",103
75891,"BMF",101
75892,"BMF",101
75893,"BMF",101
75894,"BMF",101
76178,"BMF",101
78093,"BMF",101
78094,"BMF",101
85697,"BMF",101
85699,"BMF",101
516399,"BMF",103
516403,"BMF",103
516526,"BMF",103
516527,"BMF",103
516633,"BMF",103
516634,"BMF",103
516636,"BMF",103
516637,"BMF",103
516638,"BMF",103
367631,"HHU2",11
367644,"HHU2",11
367645,"HHU2",11
559592,"WGH",103
559598,"WGH",103
559681,"WGH",103
559682,"WGH",103
559683,"WGH",103
559698,"WGH",103
559699,"WGH",103
559700,"WGH",103
104836,"MGH",101
104942,"MGH",101
517002,"BMF",103
517003,"BMF",103
517006,"BMF",103
517008,"BMF",103
517022,"BMF",103
517023,"BMF",103
517117,"BMF",103
517119,"BMF",103
517530,"BMF",103
517531,"BMF",103
517532,"BMF",103
517533,"BMF",103
76152,"BMF",101
76153,"BMF",101
80389,"BMF",101
80390,"BMF",101
80391,"BMF",101
97368,"BMF",101
97591,"BMF",101
97592,"BMF",101
559826,"WGH",103
559829,"WGH",103
559830,"WGH",103
559831,"WGH",103
559834,"WGH",103
559856,"WGH",103
559944,"WGH",103
516648,"BMF",103
516650,"BMF",103
516696,"BMF",103
516698,"BMF",103
516701,"BMF",103
516702,"BMF",103
516704,"BMF",103
516706,"BMF",103
516708,"BMF",103
516709,"BMF",103
83685,"BMF",101
83686,"BMF",101
87854,"BMF",101
87855,"BMF",101
87972,"BMF",101
87974,"BMF",101
87976,"BMF",101
241761,"BMF",102
241763,"BMF",102
101474,"MGH",101
101475,"MGH",101
101476,"MGH",101
103013,"MGH",101
103987,"MGH",101
103988,"MGH",101
107061,"MGH",101
107113,"MGH",101
107636,"MGH",101
109494,"MGH",101
111061,"MGH",101
111150,"MGH",101
516279,"BMF",103
516281,"BMF",103
516283,"BMF",103
516284,"BMF",103
516285,"BMF",103
516286,"BMF",103
516481,"BMF",103
516635,"BMF",103
516651,"BMF",103
516692,"BMF",103
516693,"BMF",103
516695,"BMF",103
516703,"BMF",103
516707,"BMF",103
89129,"BMF",101
89130,"BMF",101
89131,"BMF",101
90256,"BMF",101
90257,"BMF",101
90258,"BMF",101
90260,"BMF",101
93583,"BMF",101
93584,"BMF",101
95625,"BMF",101
95626,"BMF",101
95627,"BMF",101
516813,"BMF",103
516815,"BMF",103
516819,"BMF",103
516825,"BMF",103
516826,"BMF",103
516830,"BMF",103
516847,"BMF",103
516848,"BMF",103
516849,"BMF",103
470613,"EVN",12
470614,"EVN",12
470615,"EVN",12
470616,"EVN",12
470617,"EVN",12
470618,"EVN",12
470619,"EVN",12
470620,"EVN",12
470621,"EVN",12
470622,"EVN",12
470623,"EVN",12
470624,"EVN",12
470625,"EVN",12
470626,"EVN",12
470627,"EVN",12
470628,"EVN",12
470629,"EVN",12
470630,"EVN",12
470631,"EVN",12
470632,"EVN",12
470633,"EVN",12
470634,"EVN",12
470635,"EVN",12
470636,"EVN",12
470637,"EVN",12
470638,"EVN",12
470639,"EVN",12
470640,"EVN",12
470641,"EVN",12
470642,"EVN",12
470643,"EVN",12
470644,"EVN",12
470645,"EVN",12
470646,"EVN",12
470647,"EVN",12
108585,"MGH",101
108586,"MGH",101
108909,"MGH",101
108912,"MGH",101
108913,"MGH",101
108914,"MGH",101
470648,"EVN",12
470649,"EVN",12
470650,"EVN",12
470651,"EVN",12
470652,"EVN",12
470653,"EVN",12
470654,"EVN",12
470655,"EVN",12
470656,"EVN",12
470657,"EVN",12
470658,"EVN",12
470659,"EVN",12
470665,"EVN",12
470674,"EVN",12
470677,"EVN",12
470682,"EVN",12
82621,"BMF",101
82622,"BMF",101
82623,"BMF",101
82624,"BMF",101
470450,"EVN",12
470455,"EVN",12
470464,"EVN",12
470471,"EVN",12
470478,"EVN",12
470498,"EVN",12
470499,"EVN",12
470502,"EVN",12
470503,"EVN",12
470520,"EVN",12
367553,"HHU2",11
367554,"HHU2",11
367555,"HHU2",11
367556,"HHU2",11
367557,"HHU2",11
367558,"HHU2",11
367559,"HHU2",11
100786,"MGH",101
100787,"MGH",101
101208,"MGH",101
101209,"MGH",101
101210,"MGH",101
106166,"MGH",101
106703,"MGH",101
106704,"MGH",101
107616,"MGH",101
107880,"MGH",101
110565,"MGH",101
110566,"MGH",101
110567,"MGH",101
516348,"BMF",103
516349,"BMF",103
516351,"BMF",103
367308,"BSU",11
367310,"BSU",11
367311,"BSU",11
367320,"BSU",11
367337,"HHU",11
83852,"BMF",101
83853,"BMF",101
83854,"BMF",101
84415,"BMF",101
84416,"BMF",101
84417,"BMF",101
85946,"BMF",101
85947,"BMF",101
85948,"BMF",101
86842,"BMF",101
87815,"BMF",101
367356,"HHU2",11
367405,"HHU2",11
367406,"HHU2",11
367407,"HHU2",11
367408,"HHU2",11
367409,"HHU2",11
367410,"HHU2",11
367434,"HHU2",11
367439,"HHU2",11
367440,"HHU2",11
367441,"HHU2",11
367452,"HHU2",11
367524,"HHU2",11
367525,"HHU2",11
367526,"HHU2",11
367527,"HHU2",11
99306,"MGH",101
103113,"MGH",101
103114,"MGH",101
103115,"MGH",101
103116,"MGH",101
103120,"MGH",101
106172,"MGH",101
106173,"MGH",101
107048,"MGH",101
108025,"MGH",101
108026,"MGH",101
109571,"MGH",101
472054,"HHU2",12
472055,"HHU2",12
472056,"HHU2",12
472057,"HHU2",12
472058,"HHU2",12
472059,"HHU2",12
472060,"HHU2",12
472061,"HHU2",12
472062,"HHU2",12
472063,"HHU2",12
472064,"HHU2",12
472065,"HHU2",12
472066,"HHU2",12
472067,"HHU2",12
472068,"HHU2",12
472069,"HHU2",12
472070,"HHU2",12
472071,"HHU2",12
148942,"CTF",101
148944,"CTF",101
516379,"BMF",103
516382,"BMF",103
516383,"BMF",103
516385,"BMF",103
516388,"BMF",103
86382,"BMF",101
86383,"BMF",101
86384,"BMF",101
86385,"BMF",101
86386,"BMF",101
87439,"BMF",101
87440,"BMF",101
106383,"MGH",101
106881,"MGH",101
111693,"MGH",101
516716,"BMF",103
516720,"BMF",103
516721,"BMF",103
516744,"BMF",103
516745,"BMF",103
516746,"BMF",103
516747,"BMF",103
516783,"BMF",103
516804,"BMF",103
516897,"BMF",103
516906,"BMF",103
516907,"BMF",103
516908,"BMF",103
78870,"BMF",101
78871,"BMF",101
79317,"BMF",101
79318,"BMF",101
79319,"BMF",101
559914,"WGH",103
559915,"WGH",103
559916,"WGH",103
559921,"WGH",103
121099,"WGH",101
121100,"WGH",101
121101,"WGH",101
121102,"WGH",101
241810,"BMF",102
241902,"BMF",102
241904,"BMF",102
241907,"BMF",102
241952,"BMF",102
310411,"HHR2",11
310501,"HHR2",11
310502,"HHR2",11
310505,"HHR2",11
310507,"HHR2",11
310512,"HHR2",11
310516,"HHR2",11
310517,"HHR2",11
470535,"EVN",12
470695,"EVN",12
470703,"EVN",12
470704,"EVN",12
470707,"EVN",12
470712,"EVN",12
470713,"EVN",12
470721,"EVN",12
470724,"EVN",12
470730,"EVN",12
470740,"EVN",12
95830,"BMF",101
95832,"BMF",101
95834,"BMF",101
69660,"BMF",101
69661,"BMF",101
69663,"BMF",101
516499,"BMF",103
516500,"BMF",103
311989,"HHR2",11
559627,"WGH",103
59549,"HHU2",11
59550,"HHU2",11
59551,"HHU2",11
59552,"HHU2",11
59553,"HHU2",11
59554,"HHU2",11
59555,"HHU2",11
59556,"HHU2",11
59557,"HHU2",11
59558,"HHU2",11
59559,"HHU2",11
59560,"HHU2",11
59561,"HHU2",11
559733,"WGH",103
559734,"WGH",103
559735,"WGH",103
517056,"BMF",103
517058,"BMF",103
517059,"BMF",103
517060,"BMF",103
517093,"BMF",103
517094,"BMF",103
517095,"BMF",103
71174,"BMF",101
78581,"BMF",101
470758,"EVN",12
470764,"EVN",12
470783,"EVN",12
470788,"EVN",12
470797,"EVN",12
470807,"EVN",12
82460,"BMF",101
82461,"BMF",101
82462,"BMF",101
82463,"BMF",101
82609,"BMF",101
82610,"BMF",101
82612,"BMF",101
82613,"BMF",101
109572,"MGH",101
109573,"MGH",101
109853,"MGH",101
109854,"MGH",101
93821,"BMF",101
93822,"BMF",101
93823,"BMF",101
93824,"BMF",101
93832,"BMF",101
69769,"BMF",101
70394,"BMF",101
70398,"BMF",101
70399,"BMF",101
79130,"BMF",101
79131,"BMF",101
79132,"BMF",101
79133,"BMF",101
80539,"BMF",101
80540,"BMF",101
80541,"BMF",101
80542,"BMF",101
559791,"WGH",103
559811,"WGH",103
559865,"WGH",103
87131,"BMF",101
87132,"BMF",101
241564,"BMF",102
241566,"BMF",102
241569,"BMF",102
241605,"BMF",102
241910,"BMF",102
242116,"BMF",102
242118,"BMF",102
242122,"BMF",102
367379,"HHU2",11
367380,"HHU2",11
367381,"HHU2",11
367382,"HHU2",11
367383,"HHU2",11
367384,"HHU2",11
367387,"HHU2",11
100384,"MGH",101
100806,"MGH",101
100884,"MGH",101
101197,"MGH",101
102868,"MGH",101
367305,"BSU",11
367306,"BSU",11
367317,"BSU",11
367333,"HHU",11
367334,"HHU",11
367335,"HHU",11
88924,"BMF",101
89175,"BMF",101
89652,"BMF",101
89653,"BMF",101
93296,"BMF",101
367388,"HHU2",11
367389,"HHU2",11
367390,"HHU2",11
367391,"HHU2",11
367392,"HHU2",11
367393,"HHU2",11
367394,"HHU2",11
367395,"HHU2",11
367411,"HHU2",11
367412,"HHU2",11
367101,"HHU2",11
367102,"HHU2",11
367103,"HHU2",11
367104,"HHU2",11
367105,"HHU2",11
516427,"BMF",103
516430,"BMF",103
366995,"BSU",11
367013,"HHU",11
82110,"BMF",101
82474,"BMF",101
84261,"BMF",101
84262,"BMF",101
84263,"BMF",101
84264,"BMF",101
84265,"BMF",101
84266,"BMF",101
84267,"BMF",101
84268,"BMF",101
84269,"BMF",101
84270,"BMF",101
88147,"BMF",101
88148,"BMF",101
367014,"HHU2",11
367015,"HHU2",11
367121,"HHU2",11
367124,"HHU2",11
367127,"HHU2",11
367132,"HHU2",11
367133,"HHU2",11
367138,"HHU2",11
367139,"HHU2",11
367140,"HHU2",11
367141,"HHU2",11
367142,"HHU2",11
367143,"HHU2",11
367144,"HHU2",11
367145,"HHU2",11
367146,"HHU2",11
367147,"HHU2",11
367148,"HHU2",11
367149,"HHU2",11
367150,"HHU2",11
367151,"HHU2",11
99479,"MGH",101
99483,"MGH",101
105106,"MGH",101
105220,"MGH",101
108756,"MGH",101
109788,"MGH",101
109789,"MGH",101
109791,"MGH",101
109792,"MGH",101
111730,"MGH",101
111731,"MGH",101
111733,"MGH",101
89152,"BMF",101
90053,"BMF",101
90199,"BMF",101
91432,"BMF",101
91433,"BMF",101
91435,"BMF",101
70682,"BMF",101
70747,"BMF",101
70754,"BMF",101
70756,"BMF",101
73938,"BMF",101
74762,"BMF",101
78243,"BMF",101
78244,"BMF",101
78246,"BMF",101
559684,"WGH",103
559758,"WGH",103
559760,"WGH",103
559763,"WGH",103
559797,"WGH",103
559801,"WGH",103
559804,"WGH",103
559966,"WGH",103
559992,"WGH",103
517238,"BMF",103
517242,"BMF",103
241538,"BMF",102
241675,"BMF",102
241679,"BMF",102
241680,"BMF",102
516549,"BMF",103
516551,"BMF",103
516555,"BMF",103
516556,"BMF",103
81730,"BMF",101
81732,"BMF",101
81733,"BMF",101
85896,"BMF",101
85897,"BMF",101
87665,"BMF",101
87666,"BMF",101
87667,"BMF",101
89205,"BMF",101
100161,"MGH",101
100162,"MGH",101
100163,"MGH",101
100164,"MGH",101
100166,"MGH",101
106982,"MGH",101
107666,"MGH",101
108137,"MGH",101
108576,"MGH",101
108578,"MGH",101
72209,"BMF",101
72210,"BMF",101
72211,"BMF",101
72212,"BMF",101
72213,"BMF",101
72214,"BMF",101
72216,"BMF",101
72218,"BMF",101
74885,"BMF",101
74886,"BMF",101
74887,"BMF",101
74888,"BMF",101
74889,"BMF",101
74890,"BMF",101
77492,"BMF",101
516950,"BMF",103
516952,"BMF",103
517047,"BMF",103
517049,"BMF",103
517050,"BMF",103
517051,"BMF",103
517053,"BMF",103
517055,"BMF",103
517061,"BMF",103
559945,"WGH",103
559946,"WGH",103
367671,"HHU2",11
367672,"HHU2",11
367673,"HHU2",11
367674,"HHU2",11
560093,"WGH",103
241672,"BMF",102
241676,"BMF",102
120736,"WGH",101
120738,"WGH",101
122997,"WGH",101
122998,"WGH",101
122999,"WGH",101
147762,"CTF",101
147763,"CTF",101
147764,"CTF",101
560255,"WGH",103
560349,"WGH",103
560531,"WGH",103
367640,"HHU2",11
367641,"HHU2",11
367642,"HHU2",11
367643,"HHU2",11
367649,"HHU2",11
367650,"HHU2",11
367651,"HHU2",11
367652,"HHU2",11
367653,"HHU2",11
367654,"HHU2",11
92532,"BMF",101
92533,"BMF",101
92534,"BMF",101
76324,"BMF",101
76930,"BMF",101
517129,"BMF",103
517135,"BMF",103
517136,"BMF",103
517138,"BMF",103
517140,"BMF",103
517142,"BMF",103
517143,"BMF",103
517186,"BMF",103
517187,"BMF",103
559583,"WGH",103
559584,"WGH",103
559585,"WGH",103
559586,"WGH",103
559604,"WGH",103
559605,"WGH",103
559796,"WGH",103
559798,"WGH",103
559799,"WGH",103
559800,"WGH",103
559853,"WGH",103
559854,"WGH",103
559986,"WGH",103
560050,"WGH",103
560051,"WGH",103
367655,"HHU2",11
78873,"BMF",101
97351,"BMF",101
97740,"BMF",101
97742,"BMF",101
97743,"BMF",101
